shortname	gtrnadbid	species_long	query	class	family	genus	order	phylum	species	domain	txid	kingdom
Yers_pest_Dodson	yersPest_DODSON	Yersinia pestis Dodson	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_El_Dorado	yersPest_EL_DORADO	Yersinia pestis El Dorado	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Harbin35	yersPest_HARBIN35	Yersinia pestis Harbin35	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Java9	yersPest_JAVA9	Yersinia pestis Java9	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_KIM10+	yersPest_KIM10+	Yersinia pestis KIM10+	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_KIM5	yersPest_KIM5	Yersinia pestis KIM5	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Nairobi	yersPest_NAIROBI	Yersinia pestis Nairobi	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Nepal516	yersPest_NEPAL516	Yersinia pestis Nepal516	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Nicholisk_41	yersPest_NICHOLISK_41	Yersinia pestis Nicholisk 41	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_PBM19	yersPest_PBM19	Yersinia pestis PBM19	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Pestoides_F	yersPest_PESTOIDES_F	Yersinia pestis Pestoides F	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Pestoides_F_1	yersPest_PESTOIDES_F_1	Yersinia pestis Pestoides F	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Pestoides_G	yersPest_PESTOIDES_G	Yersinia pestis Pestoides G	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Shasta	yersPest_SHASTA	Yersinia pestis Shasta	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Z176003	yersPest_Z176003	Yersinia pestis Z176003	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_biovar_Medievalis_Harbin_35	yersPest_MEDIEVALIS_HARBIN_35	Yersinia pestis biovar Medievalis str. Harbin 35	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_biovar_Microtus_91001	yersPest_MICROTUS_91001	Yersinia pestis biovar Microtus str. 91001	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pest_Pestoides_B	yersPest_PESTOIDES_B	Yersinia pestis str. Pestoides B	Yersinia pestis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pestis	Bacteria	632	
Yers_pseu_1	yersPseu_1	Yersinia pseudotuberculosis 1	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_ATCC_6904	yersPseu_ATCC6904	Yersinia pseudotuberculosis ATCC 6904	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_EP2_+	yersPseu_EP2_+	Yersinia pseudotuberculosis EP2/+	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_IP_31758	yersPseu_IP31758	Yersinia pseudotuberculosis IP 31758	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_IP_32953	yersPseu_IP32953	Yersinia pseudotuberculosis IP 32953	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_IP_32953_IP32953	yersPseu_IP_32953_IP32953	Yersinia pseudotuberculosis IP 32953 IP32953	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_MD67	yersPseu_MD67	Yersinia pseudotuberculosis MD67	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_PB1_+_1	yersPseu_PB1_+_1	Yersinia pseudotuberculosis PB1/+	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_PB1_+	yersPseu_PB1_+	Yersinia pseudotuberculosis PB1/+	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_YPIII_1	yersPseu_YPIII_1	Yersinia pseudotuberculosis YPIII	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_YPIII	yersPseu_YPIII	Yersinia pseudotuberculosis YPIII	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_pseu_PA3606_Pa3606	yersPseu_PA3606_PA3606	Yersinia pseudotuberculosis str. PA3606 Pa3606	Yersinia pseudotuberculosis	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia pseudotuberculosis	Bacteria	633	
Yers_rohd_YRA	yersRohd_YRA	Yersinia rohdei YRA	Yersinia rohdei	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia rohdei	Bacteria	29485	
Yers_ruck_Big_Creek_74	yersRuck_BIG_CREEK_74	Yersinia ruckeri Big Creek 74	Yersinia ruckeri	Gammaproteobacteria	Yersiniaceae	Yersinia	Enterobacterales	Proteobacteria	Yersinia ruckeri	Bacteria	29486	
