shortname	gtrnadbid	species_long	query	class	family	genus	order	phylum	species	domain	txid	kingdom
Scere3	sacCer3	Saccharomyces cerevisiae (S288c Apr 2011)	Saccharomyces cerevisiae	Saccharomycetes	Saccharomycetaceae	Saccharomyces	Saccharomycetales	Ascomycota	Saccharomyces cerevisiae	Eukaryota	4932	Fungi
Sacc_boulardii_17	saccSp_BOULARDII_17	Saccharomyces sp. boulardii 17	Saccharomyces sp	Saccharomycetes	Saccharomycetaceae	Saccharomyces	Saccharomycetales	Ascomycota	Saccharomyces sp.	Eukaryota	4935	Fungi
Sacc_boulardii_ATCC_MYA_796	saccSp_BOULARDII_ATCCMYA_796	Saccharomyces sp. boulardii ATCC MYA-796	Saccharomyces sp	Saccharomycetes	Saccharomycetaceae	Saccharomyces	Saccharomycetales	Ascomycota	Saccharomyces sp.	Eukaryota	4935	Fungi
Sacc_Ashbya_aceri	saccSp_ASHBYA_ACERI	Saccharomycetaceae sp. Ashbya aceri	Saccharomycetaceae sp	Saccharomycetes	Saccharomycetaceae		Saccharomycetales	Ascomycota	Saccharomycetaceae sp.	Eukaryota	1769366	Fungi
Sche_stip_CBS_6054	scheStip_CBS_6054	Scheffersomyces stipitis CBS 6054	Scheffersomyces stipitis	Saccharomycetes	Debaryomycetaceae	Scheffersomyces	Saccharomycetales	Ascomycota	Scheffersomyces stipitis	Eukaryota	4924	Fungi
Schi_pomb_972h	schiPomb_972H	Schizosaccharomyces pombe 972h-	Schizosaccharomyces pombe	Schizosaccharomycetes	Schizosaccharomycetaceae	Schizosaccharomyces	Schizosaccharomycetales	Ascomycota	Schizosaccharomyces pombe	Eukaryota	4896	Fungi
Spor_reil_SRZ2	sporReil_SRZ2	Sporisorium reilianum SRZ2	Sporisorium reilianum	Ustilaginomycetes	Ustilaginaceae	Sporisorium	Ustilaginales	Basidiomycota	Sporisorium reilianum	Eukaryota	72558	Fungi
Tetr_blat_CBS_6284	tetrBlat_CBS_6284	Tetrapisispora blattae CBS 6284	Tetrapisispora blattae	Saccharomycetes	Saccharomycetaceae	Tetrapisispora	Saccharomycetales	Ascomycota	Tetrapisispora blattae	Eukaryota	1071379	Fungi
Tetr_phaf_CBS_4417	tetrPhaf_CBS_4417	Tetrapisispora phaffii CBS 4417	Tetrapisispora phaffii	Saccharomycetes	Saccharomycetaceae	Tetrapisispora	Saccharomycetales	Ascomycota	Tetrapisispora phaffii	Eukaryota	113608	Fungi
Thie_terr_NRRL_8126	thieTerr_NRRL_8126	Thielavia terrestris NRRL 8126	Thielavia terrestris	Sordariomycetes	Chaetomiaceae	Thielavia	Sordariales	Ascomycota	Thielavia terrestris	Eukaryota	35720	Fungi
Toru_delb_CBS_1146	toruDelb_CBS_1146	Torulaspora delbrueckii CBS 1146	Torulaspora delbrueckii	Saccharomycetes	Saccharomycetaceae	Torulaspora	Saccharomycetales	Ascomycota	Torulaspora delbrueckii	Eukaryota	4950	Fungi
Usti_mayd_521	ustiMayd_521	Ustilago maydis 521	Ustilago maydis	Ustilaginomycetes	Ustilaginaceae	Ustilago	Ustilaginales	Basidiomycota	Ustilago maydis	Eukaryota	5270	Fungi
Vals_mali_03_8	valsMali_03_8	Valsa mali 03-8	Valsa mali	Sordariomycetes	Valsaceae	Valsa	Diaporthales	Ascomycota	Valsa mali	Eukaryota	105487	Fungi
Vert_dahl_JR2	vertDahl_JR2	Verticillium dahliae JR2	Verticillium dahliae	Sordariomycetes	Plectosphaerellaceae	Verticillium	Glomerellales	Ascomycota	Verticillium dahliae	Eukaryota	27337	Fungi
Vert_dahl_VdLs_17	vertDahl_VDLS_17	Verticillium dahliae VdLs.17	Verticillium dahliae	Sordariomycetes	Plectosphaerellaceae	Verticillium	Glomerellales	Ascomycota	Verticillium dahliae	Eukaryota	27337	Fungi
Yarr_lipo_CLIB122	yarrLipo_CLIB122	Yarrowia lipolytica CLIB122	Yarrowia lipolytica	Saccharomycetes	Dipodascaceae	Yarrowia	Saccharomycetales	Ascomycota	Yarrowia lipolytica	Eukaryota	4952	Fungi
Yarr_lipo_PO1f	yarrLipo_PO1F	Yarrowia lipolytica PO1f	Yarrowia lipolytica	Saccharomycetes	Dipodascaceae	Yarrowia	Saccharomycetales	Ascomycota	Yarrowia lipolytica	Eukaryota	4952	Fungi
Yarr_lipo_WSH_Z06	yarrLipo_WSH_Z06	Yarrowia lipolytica WSH-Z06	Yarrowia lipolytica	Saccharomycetes	Dipodascaceae	Yarrowia	Saccharomycetales	Ascomycota	Yarrowia lipolytica	Eukaryota	4952	Fungi
Zygo_roux_CBS_732	zygoRoux_CBS_732	Zygosaccharomyces rouxii CBS 732	Zygosaccharomyces rouxii	Saccharomycetes	Saccharomycetaceae	Zygosaccharomyces	Saccharomycetales	Ascomycota	Zygosaccharomyces rouxii	Eukaryota	4956	Fungi
Agamb		Anopheles gambiae	Anopheles gambiae	Insecta	Culicidae	Anopheles	Diptera	Arthropoda	Anopheles gambiae	Eukaryota	7165	Metazoa
Danan3	droAna3	Drosophila ananassae (D. ananassae Feb. 2006 Agencourt CAF1)	Drosophila ananassae	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila ananassae	Eukaryota	7217	Metazoa
Derec2	droEre2	Drosophila erecta (D. erecta Feb. 2006 Agencourt CAF1)	Drosophila erecta	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila erecta	Eukaryota	7220	Metazoa
Dgrim2	droGri2	Drosophila grimshawi (D. grimshawi Feb. 2006 Agencourt CAF1)	Drosophila grimshawi	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila grimshawi	Eukaryota	7222	Metazoa
Dmela6	dm6	Drosophila melanogaster (D. melanogaster Aug. 2014 BDGP Release 6 + ISO1 MT/dm6)	Drosophila melanogaster	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila melanogaster	Eukaryota	7227	Metazoa
Dmoja3	droMoj3	Drosophila mojavensis (D. mojavensis Feb. 2006 Agencourt CAF1)	Drosophila mojavensis	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila mojavensis	Eukaryota	7230	Metazoa
Dpers1	droPer1	Drosophila persimilis (D. persimilis Oct. 2005 Broad)	Drosophila persimilis	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila persimilis	Eukaryota	7234	Metazoa
Dpseu4	dp4	Drosophila pseudoobscura (D. pseudoobscura Feb. 2006)	Drosophila pseudoobscura	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila pseudoobscura	Eukaryota	7237	Metazoa
Dsech1	droSec1	Drosophila sechellia (D. sechellia Oct. 2005 Broad)	Drosophila sechellia	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila sechellia	Eukaryota	7238	Metazoa
Dsimu1	droSim1	Drosophila simulans (D. simulans Apr. 2005 WUGSC mosaic 1.0)	Drosophila simulans	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila simulans	Eukaryota	7240	Metazoa
Dviri3	droVir3	Drosophila virilis (D. virilis Feb. 2006 Agencourt CAF1)	Drosophila virilis	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila virilis	Eukaryota	7244	Metazoa
Dwill1	droWil1	Drosophila willistoni (D. willistoni Feb. 2006)	Drosophila willistoni	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila willistoni	Eukaryota	7260	Metazoa
Dyaku2	droYak2	Drosophila yakuba (D. yakuba Nov. 2005 WUGSC 7.1)	Drosophila yakuba	Insecta	Drosophilidae	Drosophila	Diptera	Arthropoda	Drosophila yakuba	Eukaryota	7245	Metazoa
Amela1	ailMel1	Ailuropoda melanoleuca (panda) (BGI-Shenzhen AilMel 1.0 Dec 2009)	Ailuropoda melanoleuca	Mammalia	Ursidae	Ailuropoda	Carnivora	Chordata	Ailuropoda melanoleuca	Eukaryota	9646	Metazoa
Bacut1	balAcu1	Balaenoptera acutorostrata scammoni (Minke whale Oct. 2013 BalAcu1.0/balAcu1)	Balaenoptera acutorostrata	Mammalia	Balaenopteridae	Balaenoptera	Cetacea	Chordata	Balaenoptera acutorostrata	Eukaryota	9767	Metazoa
Btaur8	bosTau8	Bos taurus (Cow Jun. 2014 Bos_taurus_UMD_3.1.1/bosTau8)	Bos taurus	Mammalia	Bovidae	Bos		Chordata	Bos taurus	Eukaryota	9913	Metazoa
Btaur7	bosTau7	Bos taurus (cow) (Baylor Btau_4.6.1 Oct 2011)	Bos taurus	Mammalia	Bovidae	Bos		Chordata	Bos taurus	Eukaryota	9913	Metazoa
Cjacc3	calJac3	Callithrix jacchus (marmoset) (WUGSC 3.2 Mar 2009)	Callithrix jacchus	Mammalia	Cebidae	Callithrix	Primates	Chordata	Callithrix jacchus	Eukaryota	9483	Metazoa
Cfami3	canFam3	Canis familiaris (dog) (CanFam3.1 Sept 2011)	Canis familiaris	Mammalia	Canidae	Canis	Carnivora	Chordata	Canis lupus	Eukaryota	9612	Metazoa
Cporc3	cavPor3	Cavia porcellus (Guinea pig) (Broad Feb 2008)	Cavia porcellus	Mammalia	Caviidae	Cavia	Rodentia	Chordata	Cavia porcellus	Eukaryota	10141	Metazoa
Csimu1	cerSim1	Ceratotherium simum (White rhinoceros May 2012 CerSimSim1.0/cerSim1)	Ceratotherium simum	Mammalia	Rhinocerotidae	Ceratotherium	Perissodactyla	Chordata	Ceratotherium simum	Eukaryota	9807	Metazoa
Cgris1	criGri1	Cricetulus griseus cell line CHO-K1 (Chinese hamster ovary CriGri 1.0 Aug 2011)	Cricetulus griseus	Mammalia	Cricetidae	Cricetulus	Rodentia	Chordata	Cricetulus griseus	Eukaryota	10029	Metazoa
Dnove3	dasNov3	Dasypus novemcinctus (Armadillo Dec. 2011 Baylor/dasNov3)	Dasypus novemcinctus	Mammalia	Dasypodidae	Dasypus	Cingulata	Chordata	Dasypus novemcinctus	Eukaryota	9361	Metazoa
Ecaba2	equCab2	Equus caballus (horse) (Sep 2007)	Equus caballus	Mammalia	Equidae	Equus	Perissodactyla	Chordata	Equus caballus	Eukaryota	9796	Metazoa
Eeuro2	eriEur2	Erinaceus europaeus (Hedgehog May 2012 EriEur2.0/eriEur2)	Erinaceus europaeus	Mammalia	Erinaceidae	Erinaceus	Insectivora	Chordata	Erinaceus europaeus	Eukaryota	9365	Metazoa
Fcatu5	felCat5	Felis catus (cat) (Felis_catus-6.2 Sept 2011)	Felis catus	Mammalia	Felidae	Felis	Carnivora	Chordata	Felis catus	Eukaryota	9685	Metazoa
Ggori3	gorGor3	Gorilla gorilla gorilla (gorilla) (gorGor3.1 May 2011)	Gorilla gorilla	Mammalia	Hominidae	Gorilla	Primates	Chordata	Gorilla gorilla	Eukaryota	9593	Metazoa
Hglab2	hetGla2	Heterocephalus glaber (Naked mole-rat Jan. 2012 Broad HetGla_female_1.0/hetGla2)	Heterocephalus glaber	Mammalia	Bathyergidae	Heterocephalus	Rodentia	Chordata	Heterocephalus glaber	Eukaryota	10181	Metazoa
Hsapi19	hg19	Homo sapiens (hg19 - NCBI Build 37.1 Feb 2009)	Homo sapiens	Mammalia	Hominidae	Homo	Primates	Chordata	Homo sapiens	Eukaryota	9606	Metazoa
Hsapi38	hg38	Homo sapiens (hg38 - GRCh38 Dec 2013)	Homo sapiens	Mammalia	Hominidae	Homo	Primates	Chordata	Homo sapiens	Eukaryota	9606	Metazoa
Lafri3	loxAfr3	Loxodonta africana (elephant) (Broad/July 2009)	Loxodonta africana	Mammalia	Elephantidae	Loxodonta	Proboscidea	Chordata	Loxodonta africana	Eukaryota	9785	Metazoa
Mmula3	rheMac3	Macaca mulatta (Rhesus Oct. 2010 BGI CR_1.0/rheMac3)	Macaca mulatta	Mammalia	Cercopithecidae	Macaca	Primates	Chordata	Macaca mulatta	Eukaryota	9544	Metazoa
Meuge2	macEug2	Macropus eugenii (Wallaby Sep. 2009 TWGS Meug_1.1/macEug2)	Macropus eugenii	Mammalia	Macropodidae	Notamacropus	Diprotodontia	Chordata	Notamacropus eugenii	Eukaryota	9315	Metazoa
Mmuri1	micMur1	Microcebus murinus (Mouse lemur) (Jun 2003)	Microcebus murinus	Mammalia	Cheirogaleidae	Microcebus	Primates	Chordata	Microcebus murinus	Eukaryota	30608	Metazoa
Mdome5	monDom5	Monodelphis domestica (opossum) (Broad Oct 2006)	Monodelphis domestica	Mammalia	Didelphidae	Monodelphis	Didelphimorphia	Chordata	Monodelphis domestica	Eukaryota	13616	Metazoa
Mmusc10	mm10	Mus musculus (mm10 Dec 2011)	Mus musculus	Mammalia	Muridae	Mus	Rodentia	Chordata	Mus musculus	Eukaryota	10090	Metazoa
Mmusc	mm9	Mus musculus (mm9 July 2007)	Mus musculus	Mammalia	Muridae	Mus	Rodentia	Chordata	Mus musculus	Eukaryota	10090	Metazoa
Mputo1	musFur1	Mustela putorius furo (Ferret  Apr. 2011 MusPutFur1.0/musFur1)	Mustela putorius	Mammalia	Mustelidae	Mustela	Carnivora	Chordata	Mustela putorius	Eukaryota	9668	Metazoa
Mluci2	myoLuc2	Myotis lucifugus (Microbat Jul. 2010 Broad Institute Myoluc2.0/myoLuc2)	Myotis lucifugus	Mammalia	Vespertilionidae	Myotis	Chiroptera	Chordata	Myotis lucifugus	Eukaryota	59463	Metazoa
Nleuc3	nomLeu3	Nomascus leucogenys (Gibbon Oct. 2012 GGSC Nleu3.0/nomLeu3)	Nomascus leucogenys	Mammalia	Hylobatidae	Nomascus	Primates	Chordata	Nomascus leucogenys	Eukaryota	61853	Metazoa
Oprin3	ochPri3	Ochotona princeps (Pika May 2012 OchPri3.0/ochPri3)	Ochotona princeps	Mammalia	Ochotonidae	Ochotona	Lagomorpha	Chordata	Ochotona princeps	Eukaryota	9978	Metazoa
Oanat1	ornAna1	Ornithorhynchus anatinus (platypus) (WUGSC 5.0.1 Mar 2007)	Ornithorhynchus anatinus	Mammalia	Ornithorhynchidae	Ornithorhynchus	Monotremata	Chordata	Ornithorhynchus anatinus	Eukaryota	9258	Metazoa
Ocuni2	oryCun2	Oryctolagus cuniculus (rabbit) (Broad Apr 2009)	Oryctolagus cuniculus	Mammalia	Leporidae	Oryctolagus	Lagomorpha	Chordata	Oryctolagus cuniculus	Eukaryota	9986	Metazoa
Ogarn3	otoGar3	Otolemur garnettii (Bushbaby Mar. 2011 Broad/otoGar3)	Otolemur garnettii	Mammalia	Galagidae	Otolemur	Primates	Chordata	Otolemur garnettii	Eukaryota	30611	Metazoa
Oarie1	oviAri1	Ovis aries (sheep) (Feb 2010)	Ovis aries	Mammalia	Bovidae	Ovis		Chordata	Ovis aries	Eukaryota	9940	Metazoa
Ptrog4	panTro4	Pan troglodytes (Chimp Feb. 2011 CSAC 2.1.4/panTro4)	Pan troglodytes	Mammalia	Hominidae	Pan	Primates	Chordata	Pan troglodytes	Eukaryota	9598	Metazoa
Panub2	papAnu2	Papio anubis (Baboon Mar. 2012 Baylor Panu_2.0/papAnu2)	Papio anubis	Mammalia	Cercopithecidae	Papio	Primates	Chordata	Papio anubis	Eukaryota	9555	Metazoa
Phama1		Papio hamadryas (baboon) (Nov 2008)	Papio hamadryas	Mammalia	Cercopithecidae	Papio	Primates	Chordata	Papio hamadryas	Eukaryota	9557	Metazoa
Ppygm2	ponAbe2	Pongo pygmaeus abelii (Orangutan July 2007 WUGSC 2.0.2/ponAbe2)	Pongo pygmaeus	Mammalia	Hominidae	Pongo	Primates	Chordata	Pongo pygmaeus	Eukaryota	9600	Metazoa
Rnorv5	rn5	Rattus norvegicus (rn5 Mar 2012)	Rattus norvegicus	Mammalia	Muridae	Rattus	Rodentia	Chordata	Rattus norvegicus	Eukaryota	10116	Metazoa
Sboli1	saiBol1	Saimiri boliviensis (Squirrel monkey Oct. 2011 Broad/saiBol1)	Saimiri boliviensis	Mammalia	Cebidae	Saimiri	Primates	Chordata	Saimiri boliviensis	Eukaryota	27679	Metazoa
Sharr1	sarHar1	Sarcophilus harrisii (Tasmanian devil Feb. 2011 WTSI Devil_ref v7.0/sarHar1)	Sarcophilus harrisii	Mammalia	Dasyuridae	Sarcophilus	Dasyuromorphia	Chordata	Sarcophilus harrisii	Eukaryota	9305	Metazoa
Saran2	sorAra2	Sorex araneus (Shrew Aug. 2008 Broad/sorAra2)	Sorex araneus	Mammalia	Soricidae	Sorex	Insectivora	Chordata	Sorex araneus	Eukaryota	42254	Metazoa
Strid2	speTri2	Spermophilus tridecemlineatus (Squirrel Nov. 2011 Broad/speTri2)	Spermophilus tridecemlineatus	Mammalia	Sciuridae	Ictidomys	Rodentia	Chordata	Ictidomys tridecemlineatus	Eukaryota	43179	Metazoa
Sscro3	susScr3	Sus scrofa (Pig Aug. 2011 SGSC Sscrofa10.2/susScr3)	Sus scrofa	Mammalia	Suidae	Sus		Chordata	Sus scrofa	Eukaryota	9823	Metazoa
Tsyri2	tarSyr2	Tarsius syrichta (Tarsier Sep. 2013 Tarsius_syrichta-2.0.1/tarSyr2)	Tarsius syrichta	Mammalia	Tarsiidae	Carlito	Primates	Chordata	Carlito syrichta	Eukaryota	1868482	Metazoa
Tmana1	triMan1	Trichechus manatus latirostris (Manatee Oct. 2011 Broad v1.0/triMan1)	Trichechus manatus	Mammalia	Trichechidae	Trichechus	Sirenia	Chordata	Trichechus manatus	Eukaryota	9778	Metazoa
Ttrun2	turTru2	Tursiops truncatus (Dolphin Oct. 2011 Baylor Ttru_1.4/turTru2)	Tursiops truncatus	Mammalia	Delphinidae	Tursiops	Cetacea	Chordata	Tursiops truncatus	Eukaryota	9739	Metazoa
Cbren2	caePb2	Caenorhabditis brenneri (WUGSC 6.0.1 Feb 2008)	Caenorhabditis brenneri	Chromadorea	Rhabditidae	Caenorhabditis	Rhabditida	Nematoda	Caenorhabditis brenneri	Eukaryota	135651	Metazoa
Cbrig3	cb3	Caenorhabditis briggsae (C. briggsae Jan. 2007 WUGSC 1.0/cb3)	Caenorhabditis briggsae	Chromadorea	Rhabditidae	Caenorhabditis	Rhabditida	Nematoda	Caenorhabditis briggsae	Eukaryota	6238	Metazoa
Celeg_WS220	ce10	Caenorhabditis elegans (WS220 Oct 2010)	Caenorhabditis elegans	Chromadorea	Rhabditidae	Caenorhabditis	Rhabditida	Nematoda	Caenorhabditis elegans	Eukaryota	6239	Metazoa
Cjapo1	caeJap1	Caenorhabditis japonica (WUGSC 3.0.2 Mar 2008)	Caenorhabditis japonica	Chromadorea	Rhabditidae	Caenorhabditis	Rhabditida	Nematoda	Caenorhabditis japonica	Eukaryota	281687	Metazoa
Crema3	caeRem3	Caenorhabditis remanei (WUGSC 15.0.1 May 2007)	Caenorhabditis remanei	Chromadorea	Rhabditidae	Caenorhabditis	Rhabditida	Nematoda	Caenorhabditis remanei	Eukaryota	31234	Metazoa
Ppaci1	priPac1	Pristionchus pacificus (WUGSC 5.0 Feb 2007)	Pristionchus pacificus	Chromadorea	Neodiplogasteridae	Pristionchus	Diplogasterida	Nematoda	Pristionchus pacificus	Eukaryota	54126	Metazoa
Athal10	araTha1	Arabidopsis thaliana (TAIR10 Feb 2011)	Arabidopsis thaliana		Brassicaceae	Arabidopsis	Brassicales	Streptophyta	Arabidopsis thaliana	Eukaryota	3702	Viridiplantae
Bdist		Brachypodium distachyon (JGI v1.0 8X)	Brachypodium distachyon	Liliopsida	Poaceae	Brachypodium	Poales	Streptophyta	Brachypodium distachyon	Eukaryota	15368	Viridiplantae
Gmax2		Glycine max (soybean) (Wm82.a2)	Glycine max		Fabaceae	Glycine	Fabales	Streptophyta	Glycine max	Eukaryota	3847	Viridiplantae
Mtrun		Medicago truncatula (March 2009 Version 3.0)	Medicago truncatula		Fabaceae	Medicago	Fabales	Streptophyta	Medicago truncatula	Eukaryota	3880	Viridiplantae
Osati		Oryza sativa	Oryza sativa	Liliopsida	Poaceae	Oryza	Poales	Streptophyta	Oryza sativa	Eukaryota	4530	Viridiplantae
Ptric		Populus trichocarpa (Jan 2010 Version 2.0)	Populus trichocarpa		Salicaceae	Populus	Malpighiales	Streptophyta	Populus trichocarpa	Eukaryota	3694	Viridiplantae
Sbico		Sorghum bicolor (Version 1.0)	Sorghum bicolor	Liliopsida	Poaceae	Sorghum	Poales	Streptophyta	Sorghum bicolor	Eukaryota	4558	Viridiplantae
Vvini		Vitis vinifera (Grapevine 12X)	Vitis vinifera		Vitaceae	Vitis	Vitales	Streptophyta	Vitis vinifera	Eukaryota	29760	Viridiplantae
Zmays5		Zea mays (Version 5b.60)	Zea mays	Liliopsida	Poaceae	Zea	Poales	Streptophyta	Zea mays	Eukaryota	4577	Viridiplantae
Acaro2	anoCar2	Anolis carolinensis (lizard) (Broad AnoCar2.0 May 2010)	Anolis carolinensis		Dactyloidae	Anolis	Squamata	Chordata	Anolis carolinensis	Eukaryota	28377	Metazoa
Cmili1	calMil1	Callorhinchus milii (Elephant shark Dec. 2013 Callorhinchus_milii-6.1.3/calMil1)	Callorhinchus milii	Chondrichthyes	Callorhinchidae	Callorhinchus	Chimaeriformes	Chordata	Callorhinchus milii	Eukaryota	7868	Metazoa
Cpict1	chrPic1	Chrysemys picta bellii (Painted turtle Dec. 2011 v3.0.1/chrPic1)	Chrysemys picta		Emydidae	Chrysemys	Testudines	Chordata	Chrysemys picta	Eukaryota	8479	Metazoa
Dreri_v8	danRer6	Danio rerio (Zebrafish) (Zv8 Apr 2009)	Danio rerio	Actinopteri	Cyprinidae	Danio	Cypriniformes	Chordata	Danio rerio	Eukaryota	7955	Metazoa
Gmorh1	gadMor1	Gadus morhua (Atlantic cod May 2010 Genofisk GadMor_May2010/gadMor1)	Gadus morhua	Actinopteri	Gadidae	Gadus	Gadiformes	Chordata	Gadus morhua	Eukaryota	8049	Metazoa
Ggall4	galGal4	Gallus gallus (galGal4 Nov 2011)	Gallus gallus	Aves	Phasianidae	Gallus	Galliformes	Chordata	Gallus gallus	Eukaryota	9031	Metazoa
Gacul1	gasAcu1	Gasterosteus aculeatus (stickleback) (Broad 1.0 Feb 2006)	Gasterosteus aculeatus	Actinopteri	Gasterosteidae	Gasterosteus	Perciformes	Chordata	Gasterosteus aculeatus	Eukaryota	69293	Metazoa
Gfort1	geoFor1	Geospiza fortis (Medium ground finch Apr. 2012 GeoFor_1.0/geoFor1)	Geospiza fortis	Aves	Thraupidae	Geospiza	Passeriformes	Chordata	Geospiza fortis	Eukaryota	48883	Metazoa
Lchal1	latCha1	Latimeria chalumnae (Coelacanth Aug. 2011 Broad/latCha1)	Latimeria chalumnae		Coelacanthidae	Latimeria	Coelacanthiformes	Chordata	Latimeria chalumnae	Eukaryota	7897	Metazoa
Mgall1	melGal1	Meleagris gallopavo (turkey) (TGC Turkey_2.01 Dec 2009)	Meleagris gallopavo	Aves	Phasianidae	Meleagris	Galliformes	Chordata	Meleagris gallopavo	Eukaryota	9103	Metazoa
Mundu1	melUnd1	Melopsittacus undulatus (Budgerigar Sep. 2011 WUSTL v6.3/melUnd1)	Melopsittacus undulatus	Aves	Psittaculidae	Melopsittacus	Psittaciformes	Chordata	Melopsittacus undulatus	Eukaryota	13146	Metazoa
Onilo2	oreNil2	Oreochromis niloticus (Nile tilapia Jan. 2011 Broad oreNil1.1/oreNil2)	Oreochromis niloticus	Actinopteri	Cichlidae	Oreochromis	Cichliformes	Chordata	Oreochromis niloticus	Eukaryota	8128	Metazoa
Olati2	oryLat2	Oryzias latipes (Medaka) (Oct 2005)	Oryzias latipes	Actinopteri	Adrianichthyidae	Oryzias	Beloniformes	Chordata	Oryzias latipes	Eukaryota	8090	Metazoa
Pmari2	petMar2	Petromyzon marinus (Lamprey Sep. 2010 WUGSC 7.0/petMar2)	Petromyzon marinus		Petromyzontidae	Petromyzon	Petromyzontiformes	Chordata	Petromyzon marinus	Eukaryota	7757	Metazoa
Tgutt2	taeGut2	Taeniopygia guttata (Zebra finch Feb. 2013 WashU taeGut324/taeGut2)	Taeniopygia guttata	Aves	Estrildidae	Taeniopygia	Passeriformes	Chordata	Taeniopygia guttata	Eukaryota	59729	Metazoa
Trubr3	fr3	Takifugu rubripes (Fugu Oct. 2011 FUGU5/fr3)	Takifugu rubripes	Actinopteri	Tetraodontidae	Takifugu	Tetraodontiformes	Chordata	Takifugu rubripes	Eukaryota	31033	Metazoa
Tnigr2	tetNig2	Tetraodon nigroviridis (tetraodon) (Genoscope 8.0 Mar 2007)	Tetraodon nigroviridis	Actinopteri	Tetraodontidae	Tetraodon	Tetraodontiformes	Chordata	Tetraodon nigroviridis	Eukaryota	99883	Metazoa
Xtrop3	xenTro3	Xenopus tropicalis (frog) (JGI 4.2 Nov 2009)	Xenopus tropicalis	Amphibia	Pipidae	Xenopus	Anura	Chordata	Xenopus tropicalis	Eukaryota	8364	Metazoa
Acid_hosp_W1	acidHosp1	Acidianus hospitalis W1	Acidianus hospitalis	Thermoprotei	Sulfolobaceae	Acidianus	Sulfolobales	Crenarchaeota	Acidianus hospitalis	Archaea	563177	
Acid_sacc_345_15	acidSacc1	Acidilobus saccharovorans 345-15	Acidilobus saccharovorans	Thermoprotei	Acidilobaceae	Acidilobus	Acidilobales	Crenarchaeota	Acidilobus saccharovorans	Archaea	242703	
Aero_pern_K1	aerPer1	Aeropyrum pernix K1	Aeropyrum pernix	Thermoprotei	Desulfurococcaceae	Aeropyrum	Desulfurococcales	Crenarchaeota	Aeropyrum pernix	Archaea	56636	
Cald_maqu_IC_167	caldMaqu1	Caldivirga maquilingensis IC-167	Caldivirga maquilingensis	Thermoprotei	Thermoproteaceae	Caldivirga	Thermoproteales	Crenarchaeota	Caldivirga maquilingensis	Archaea	76887	
Desu_kamc_1221n	desuKamc1	Desulfurococcus kamchatkensis 1221n	Desulfurococcus kamchatkensis	Thermoprotei	Desulfurococcaceae	Desulfurococcus	Desulfurococcales	Crenarchaeota	Desulfurococcus amylolyticus	Archaea	94694	
Desu_muco_DSM_2162	desuMuco1	Desulfurococcus mucosus DSM 2162	Desulfurococcus mucosus	Thermoprotei	Desulfurococcaceae	Desulfurococcus	Desulfurococcales	Crenarchaeota	Desulfurococcus mucosus	Archaea	2275	
Hype_buty_DSM_5456	hypeButy1	Hyperthermus butylicus DSM 5456	Hyperthermus butylicus	Thermoprotei	Pyrodictiaceae	Hyperthermus	Desulfurococcales	Crenarchaeota	Hyperthermus butylicus	Archaea	54248	
Igni_hosp_KIN4_I	igniHosp1	Ignicoccus hospitalis KIN4/I	Ignicoccus hospitalis	Thermoprotei	Desulfurococcaceae	Ignicoccus	Desulfurococcales	Crenarchaeota	Ignicoccus hospitalis	Archaea	160233	
Igni_aggr_DSM_17230	igniAggr1	Ignisphaera aggregans DSM 17230	Ignisphaera aggregans	Thermoprotei	Desulfurococcaceae	Ignisphaera	Desulfurococcales	Crenarchaeota	Ignisphaera aggregans	Archaea	334771	
Meta_cupr_Ar_4	metaCupr1	Metallosphaera cuprina Ar-4	Metallosphaera cuprina	Thermoprotei	Sulfolobaceae	Metallosphaera	Sulfolobales	Crenarchaeota	Metallosphaera cuprina	Archaea	1006005	
Meta_sedu_DSM_5348	metaSedu	Metallosphaera sedula DSM 5348	Metallosphaera sedula	Thermoprotei	Sulfolobaceae	Metallosphaera	Sulfolobales	Crenarchaeota	Metallosphaera sedula	Archaea	43687	
Pyro_aero_IM2	pyrAer1	Pyrobaculum aerophilum str. IM2	Pyrobaculum aerophilum	Thermoprotei	Thermoproteaceae	Pyrobaculum	Thermoproteales	Crenarchaeota	Pyrobaculum aerophilum	Archaea	13773	
Pyro_arse_DSM_13514	pyroArse1	Pyrobaculum arsenaticum DSM 13514	Pyrobaculum arsenaticum	Thermoprotei	Thermoproteaceae	Pyrobaculum	Thermoproteales	Crenarchaeota	Pyrobaculum arsenaticum	Archaea	121277	
